annealing_time,average_triangular_op,triangular_op_sem,triangular_op_bootstrap_sem,triangular_op_std,triangular_op_bootstrap_std,average_villain_op,villain_op_sem,villain_op_bootstrap_sem,villain_op_std,villain_op_bootstrap_std,average_afm_op,afm_op_sem,afm_op_bootstrap_sem,afm_op_std,afm_op_bootstrap_std,average_vortices,vortices_sem,vortices_bootstrap_sem,vortices_std,vortices_bootstrap_std
3.6,0.1393405887567356,0.0007252015483157287,0.0008848638843891945,0.07251652873317657,0.006194047190724362,0.22846266072916574,0.0011618972604133416,0.0011964715573119515,0.11618391640978767,0.008375300901183661,0.03268472222222222,0.00024834711463919603,0.00020279799176264784,0.024833469697301463,0.0014195859423385348,24.0267,0.04701967456267215,0.04282203562062268,4.701732352016648,0.2997542493443588
4.0,0.14000146663522092,0.0007320784216844552,0.0007588329307839366,0.0732041816848227,0.0053118305154875554,0.24388815448024387,0.001238576516268453,0.0010952306364310407,0.12385145858943417,0.007666614455017285,0.031769791666666665,0.00024285850635510708,0.00024523059545249984,0.024284636312620102,0.001716614168167499,23.265,0.04507194968120201,0.05010825016595447,4.50696960273752,0.3507577511616813
5.3,0.14059435115942323,0.0007425333460717116,0.0006737675000807853,0.07424962184761949,0.004716372500565497,0.2563422217840446,0.0012856672637612768,0.0012648296382612178,0.12856029787909243,0.008853807467828526,0.0306625,0.00023446148346037285,0.0002713249941611317,0.023444976009310833,0.0018992749591279219,20.9822,0.04420253049736221,0.03911238647168191,4.420032031558143,0.27378670530177335
6.5,0.14214815272273873,0.0007427192241126097,0.0009446085165782959,0.07426820872229586,0.006612259616048072,0.26657770233698963,0.001354556166371033,0.001216934664711408,0.13544884368694346,0.008518542652979855,0.03003125,0.00023032273390265754,0.0002938614477959908,0.023031121747804455,0.002057030134571936,18.8897,0.04286860346123106,0.04374238359359239,4.286645997746956,0.30619668515514675
8.0,0.14081366425276987,0.0007371472648903947,0.00065012498364906,0.07371104066056701,0.004550874885543421,0.28030610413901164,0.0014186484199733168,0.001333054320841806,0.1418577485778919,0.009331380245892643,0.029659374999999998,0.00022534175486546064,0.00026231070951196874,0.02253304874960261,0.001836174966583781,17.4761,0.04092603539358905,0.04285840236244492,4.092398904065927,0.3000088165371144
9.5,0.1387137494131098,0.0007346200105258626,0.0007778718605263751,0.07345832786070153,0.005445103023684626,0.3003518781455364,0.0015125567189265326,0.0017241769440053945,0.15124810891997958,0.01206923860803776,0.029211458333333332,0.00022180107140648344,0.00026477647250572263,0.022178998107564792,0.0018534353075400584,15.6306,0.03905850638071135,0.039170386565280026,3.905655340656674,0.2741927059569602
11.0,0.13759134446111093,0.0007299722524205899,0.0006526132602419517,0.07299357528954581,0.004568292821693662,0.3143006554936112,0.001565115747288523,0.0016318035588833853,0.15650374895446661,0.011422624912183698,0.02889513888888889,0.0002191900053997161,0.00022631812483481692,0.021917904562544492,0.0015842268738437185,15.885,0.03781746310967468,0.03439832696453688,3.7815572189245,0.24078828875175817
12.0,0.13500157990393347,0.0007188317492271758,0.0007432147764315851,0.07187958067411297,0.005202503435021096,0.32410768808975055,0.0016072423592462623,0.0014354013110315625,0.16071619951191465,0.010047809177220937,0.028875,0.00021899160426474502,0.00020249216423815847,0.02189806544107786,0.0014174451496671093,14.1874,0.037373356830502635,0.03859291465054807,3.7371488115942078,0.27015040255383654
14.0,0.13197412184586071,0.0007075420851814528,0.0005769116788564691,0.0707506707192722,0.004038381751995284,0.337829594489505,0.0016784265019775717,0.001518836231321016,0.16783425785543352,0.010631853619247112,0.028821180555555555,0.0002212294971251549,0.0002530594566125405,0.022121843537374796,0.0017714161962877838,12.0315,0.03601083799421092,0.03755546917968303,3.600903740729541,0.26288828425778127
16.0,0.12641665746300598,0.0006764337884083574,0.0008094177497353035,0.06763999658733524,0.0056659242481471245,0.3555310434404264,0.001740678385913132,0.002036938873910747,0.17405913498178793,0.01425857211737523,0.028975347222222222,0.00022182480020412285,0.0002100730987669632,0.022181370868681775,0.0014705116913687425,11.6714,0.03465432579389798,0.03175127829661962,3.4652593034288213,0.22225894807633734
18.0,0.12332337733545404,0.0006701822817523326,0.0006376717800788218,0.06701487718004752,0.004463702460551752,0.37228268608944887,0.001802537684121348,0.0019097640826765362,0.18024475549838576,0.013368348578735754,0.028993055555555557,0.0002218431609648878,0.00024541543470502997,0.02218320685295217,0.0017179080429352096,11.3013,0.0333745893955526,0.03454273011910948,3.33729206243625,0.24179911083376637
20.0,0.1211306165975343,0.000650230656683022,0.0006770354245544104,0.06501981443373588,0.004739247971880873,0.39002751012717335,0.0018630195803647986,0.0018587681369047946,0.18629264270568896,0.013011376958333563,0.029438194444444444,0.00022521886852755913,0.00024234578095094124,0.022520760730259506,0.0016964204666565887,10.5179,0.0318334618904321,0.03290496209711,3.1831870177543764,0.23033473467976998
30.0,0.11321199876788209,0.0006008871866698708,0.0006165725925213974,0.06008571415593908,0.004316008147649783,0.43695742826221556,0.002005864353839169,0.0023862225888558746,0.20057640581140213,0.016703558121991122,0.029230208333333334,0.0002238651342959295,0.00018418588515725832,0.022385394075936933,0.0012893011961008084,7.8375,0.02900764587745678,0.029544587542580877,2.9006195458901534,0.20681211279806613
50.0,0.1063037633931183,0.0005776511290009598,0.0006273931596009197,0.05776222457224097,0.004391752117206438,0.5075359848239117,0.002148237841620906,0.002201977477498492,0.21481304270433935,0.015413842342489444,0.029297569444444446,0.0002192820553363077,0.00021473718446966613,0.021927109095942462,0.001503160291287663,7.1089,0.026283895512582065,0.02414044366634887,2.628258128494992,0.16898310566444208
100.0,0.10159615074778565,0.0005426144436046916,0.0005856100318684778,0.054258731220420936,0.004099270223079344,0.5751657337309648,0.002109735526686488,0.0026275809762545664,0.21096300372728521,0.018393066833781967,0.029216319444444444,0.00022137839045571208,0.00020985426611780383,0.02213673212594525,0.0014689798628246269,5.0483,0.025011382767188076,0.023145771421447112,2.5010132166783925,0.1620203999501298
150.0,0.10171729508820411,0.0005350886792263152,0.0004956662342656911,0.053506192412345964,0.003469663639859838,0.5987220885294078,0.002029855215056164,0.0023170492923119718,0.20297537197579651,0.016219345046183806,0.029524652777777778,0.00022559188789324992,0.00022826726142281475,0.022558060801685126,0.0015978708299597033,5.5819,0.024121721015352003,0.024727861671748792,2.412051489914757,0.17309503170224155
200.0,0.10109059778582767,0.0005397180481052211,0.0005499240600352669,0.05396910615281345,0.0038494684202468685,0.6131461783473156,0.0019400314774760852,0.0021316220724235746,0.1939934473477051,0.014921354506965023,0.02984548611111111,0.0002232701379143372,0.00021603207609670327,0.022325897412833987,0.0015122245326769231,4.4022,0.024005856454507334,0.025769448767793197,2.4004656131675786,0.1803861413745524
